Samples,Vaginal,Cesarean
337765,0.7419813313351845,0.6466406649785786
292364,0.5737713430018552,1.0
3540765,0.2446245874385713,0.43349049344709467
177986,0.171944274620496,0.2780719051126377
4458306,0.03436386662939017,0.003208368018363439
4483015,1.0,0.6466406649785786
4476950,0.4413706265478008,0.6466406649785786
4468506,0.03436386662939017,0.003208368018363439
323135,1.0,0.6466406649785786
2749126,0.0123074911041966,0.08170416594551044
1133172,0.7419813313351845,1.0
4425214,0.03436386662939017,0.02904940554533142
2190939,0.7419813313351845,0.6466406649785786
360660,1.0,0.6466406649785786
4414476,0.2446245874385713,0.08170416594551044
4295743,0.7419813313351845,1.0
306299,1.0,0.6466406649785786
610111,1.0,0.6466406649785786
4481624,0.4413706265478008,0.43349049344709467
592616,0.7419813313351845,0.6466406649785786
361702,1.0,0.6466406649785786
997439,1.0,0.6466406649785786
4335815,1.0,0.6466406649785786
841635,0.7419813313351845,0.2780719051126377
4462432,0.3334216420050795,0.43349049344709467
194372,0.7419813313351845,1.0
2704013,0.7419813313351845,1.0
190502,0.5737713430018552,0.6466406649785786
4442130,0.2446245874385713,0.02904940554533142
4362942,0.5737713430018552,1.0
4343184,0.7419813313351845,1.0
129798,0.2446245874385713,0.2780719051126377
4368600,0.5737713430018552,0.2780719051126377
178082,0.7419813313351845,0.43349049344709467
111135,1.0,0.6466406649785786
4416763,1.0,0.6466406649785786
4453535,0.3334216420050795,0.43349049344709467
2331530,0.2446245874385713,0.02904940554533142
4464173,0.3334216420050795,0.16335925805883267
4482889,0.4413706265478008,0.6466406649785786
4475758,0.5737713430018552,0.08170416594551044
4473295,0.7419813313351845,1.0
180414,1.0,0.6466406649785786
181239,0.5737713430018552,0.43349049344709467
4479989,0.0013640358414281906,0.003208368018363439
2104368,0.7419813313351845,1.0
2063400,0.7419813313351845,0.6466406649785786
4472091,0.7419813313351845,0.43349049344709467
197708,0.7419813313351845,1.0
4441855,0.7419813313351845,1.0
4451899,0.4413706265478008,0.6466406649785786
2549971,0.5737713430018552,0.6466406649785786
4344207,0.4413706265478008,0.43349049344709467
4451477,0.7419813313351845,0.6466406649785786
176115,1.0,0.6466406649785786
4466843,0.5737713430018552,0.43349049344709467
4347159,0.0123074911041966,0.02904940554533142
3562626,0.7419813313351845,0.16335925805883267
185420,0.3334216420050795,0.2780719051126377
4483570,1.0,0.6466406649785786
138179,1.0,0.6466406649785786
174817,0.7419813313351845,1.0
4460847,0.7419813313351845,1.0
1944498,0.7419813313351845,0.43349049344709467
4414044,1.0,0.6466406649785786
718624,0.7419813313351845,0.6466406649785786
197490,0.7419813313351845,0.6466406649785786
296420,0.5737713430018552,1.0
4428676,1.0,0.6466406649785786
743082,0.5737713430018552,0.43349049344709467
1888072,0.3334216420050795,1.0
4390966,0.4413706265478008,0.43349049344709467
4425629,0.3334216420050795,0.43349049344709467
1904686,1.0,0.6466406649785786
851668,0.7419813313351845,0.2780719051126377
187780,1.0,0.43349049344709467
4442127,1.0,0.6466406649785786
185312,1.0,0.6466406649785786
14124,0.5737713430018552,1.0
183446,0.0123074911041966,0.02904940554533142
365574,1.0,0.6466406649785786
4416570,0.11345910717791008,0.08170416594551044
526682,1.0,0.6466406649785786
3483793,0.5737713430018552,1.0
184339,0.7419813313351845,0.6466406649785786
3138798,0.171944274620496,0.08170416594551044
12564,0.7419813313351845,0.6466406649785786
246717,0.7419813313351845,0.6466406649785786
183680,1.0,0.6466406649785786
4360055,1.0,0.6466406649785786
813479,0.7419813313351845,0.6466406649785786
191251,1.0,0.2780719051126377
183245,1.0,0.6466406649785786
4331723,1.0,0.6466406649785786
4342104,0.5737713430018552,0.43349049344709467
4481861,0.7419813313351845,0.43349049344709467
311499,0.7419813313351845,1.0
3465320,1.0,0.43349049344709467
292909,0.7419813313351845,1.0
566243,0.0123074911041966,0.02904940554533142
1696853,0.3334216420050795,0.43349049344709467
4094259,0.7419813313351845,0.6466406649785786
4383827,0.7419813313351845,1.0
4431558,0.4413706265478008,0.6466406649785786
2951780,0.7419813313351845,1.0
4389289,0.7419813313351845,0.6466406649785786
1679707,1.0,0.6466406649785786
193744,1.0,0.6466406649785786
367456,0.7419813313351845,0.6466406649785786
4343631,0.5737713430018552,0.6466406649785786
173863,0.7419813313351845,0.43349049344709467
182073,0.7419813313351845,0.43349049344709467
313593,1.0,0.43349049344709467
4480557,0.5737713430018552,1.0
4446058,0.0013640358414281906,0.003208368018363439
305982,0.7419813313351845,1.0
4469032,0.7419813313351845,0.6466406649785786
306368,0.7419813313351845,1.0
194615,0.7419813313351845,1.0
3963289,0.7419813313351845,0.6466406649785786
30062,0.5737713430018552,1.0
4415943,0.7419813313351845,1.0
4453609,0.0013640358414281906,0.08170416594551044
819636,0.7419813313351845,1.0
359872,0.2446245874385713,0.43349049344709467
4418496,0.7419813313351845,0.43349049344709467
4424239,0.7419813313351845,0.6466406649785786
12574,0.4413706265478008,0.6466406649785786
503372,1.0,0.6466406649785786
755148,1.0,0.6466406649785786
184000,0.7419813313351845,0.16335925805883267
1943669,0.7419813313351845,0.6466406649785786
4367187,0.7419813313351845,1.0
4432891,0.4413706265478008,0.2780719051126377
4471279,0.4413706265478008,0.2780719051126377
191718,0.171944274620496,0.02904940554533142
4440624,0.7419813313351845,1.0
4449055,0.4413706265478008,0.2780719051126377
4371061,0.171944274620496,0.08170416594551044
573061,0.0123074911041966,0.003208368018363439
193679,0.06788843238332531,0.2780719051126377
4431545,1.0,0.43349049344709467
4426298,0.11345910717791008,0.43349049344709467
4462599,0.3334216420050795,0.43349049344709467
4458700,1.0,0.43349049344709467
3302038,0.5737713430018552,0.43349049344709467
70512,1.0,0.6466406649785786
179549,0.5737713430018552,0.43349049344709467
4448331,0.03436386662939017,0.08170416594551044
4372130,0.7419813313351845,1.0
176865,1.0,0.6466406649785786
177349,0.7419813313351845,0.43349049344709467
4393745,0.7419813313351845,0.2780719051126377
159911,0.7419813313351845,1.0
495451,0.5737713430018552,0.6466406649785786
4473129,1.0,0.6466406649785786
14280,0.7419813313351845,0.43349049344709467
4329132,0.7419813313351845,1.0
4469722,0.5737713430018552,0.6466406649785786
4468234,0.03436386662939017,0.02904940554533142
4484034,0.7419813313351845,1.0
9727,0.4413706265478008,0.16335925805883267
4452107,1.0,0.6466406649785786
4397092,1.0,0.43349049344709467
4318122,1.0,0.6466406649785786
4459708,1.0,0.6466406649785786
4297549,0.7419813313351845,1.0
180640,0.7419813313351845,1.0
369014,0.7419813313351845,0.6466406649785786
4393565,1.0,0.43349049344709467
4356466,0.7419813313351845,1.0
3944484,0.5737713430018552,1.0
366451,0.5737713430018552,0.6466406649785786
207994,0.5737713430018552,0.2780719051126377
228556,0.4413706265478008,0.43349049344709467
16513,0.7419813313351845,1.0
288930,0.7419813313351845,1.0
4379449,0.4413706265478008,1.0
4393532,0.4413706265478008,0.2780719051126377
4430952,0.5737713430018552,0.43349049344709467
4318671,0.7419813313351845,1.0
296945,1.0,0.43349049344709467
4472174,0.0123074911041966,0.02904940554533142
4227110,0.5737713430018552,1.0
3531225,0.0123074911041966,0.003208368018363439
311950,1.0,0.43349049344709467
4371463,0.4413706265478008,0.43349049344709467
13811,1.0,0.43349049344709467
801210,0.4413706265478008,0.16335925805883267
350832,0.7419813313351845,0.43349049344709467
4477861,0.5737713430018552,0.6466406649785786
4476936,0.5737713430018552,0.2780719051126377
587933,0.7419813313351845,0.6466406649785786
4232045,0.3334216420050795,0.43349049344709467
4447072,0.0013640358414281906,0.003208368018363439
4457872,0.11345910717791008,0.02904940554533142
4481131,0.03436386662939017,0.08170416594551044
3867172,0.2446245874385713,1.0
195166,1.0,0.6466406649785786
48084,0.5737713430018552,0.2780719051126377
4401375,0.7419813313351845,0.6466406649785786
4428313,0.0013640358414281906,0.02904940554533142
4429335,0.4413706265478008,0.16335925805883267
300829,0.5737713430018552,0.43349049344709467
303326,0.7419813313351845,1.0
4452118,0.7419813313351845,0.6466406649785786
4390330,0.7419813313351845,1.0
192983,1.0,0.43349049344709467
365385,0.5737713430018552,0.08170416594551044
4324467,0.7419813313351845,1.0
471180,0.7419813313351845,0.2780719051126377
1000986,0.0013640358414281906,0.02904940554533142
185563,0.7419813313351845,0.2780719051126377
